image_id,obs_day,obs_hour,obs_min,obs_sec,image_category,width,height,aspect_ratio,description1,description2,camera_make,camera_model,iso,aperture_value,focal_length,exposure_time,total_days,stats_downloads,high_word_count,high_color_count,high_weighted_word_count
3e7bee6872,Monday,19,55,30,1,4000,3200,1.25,purple flowers on books,blue and green flower painting,canon,Canon EOS 80D,2000.0,4.5,42.0,0.01,1146,1082,9,4,6696.969492890681
26731c5bde,Monday,17,11,37,1,4733,2296,2.06,In fire,trees silhouette during sunset,canon,Canon EOS 5D Mark III,250.0,8.0,320.0,0.000125,2112,7436,18,0,9032.551587184844
f069fe8909,Monday,9,27,47,1,5356,3570,1.5,,low angle photography of rock formations during daytime,canon,Canon EOS 6D,2500.0,3.5,25.0,0.0333333333333333,1566,1667,9,1,6384.1335574281065
ae1ada0f57,Monday,3,46,20,1,3264,4896,0.67,Sunbath,brown and black cat on window,fujifilm,X-E2,200.0,1.8,35.0,0.000625,1027,930,1,0,5748.569179774555
c11f4ca6cc,Monday,10,46,44,1,4912,3264,1.5,,brown lion lying on ground,sony,NEX-5R,2500.0,6.3,183.0,0.003125,1041,1939,1,1,5904.556121436192
b2545bfa44,Monday,10,7,27,1,5023,3349,1.5,,"Matterhorn Mountain, Switzerland",sony,ILCE-7M2,100.0,8.0,70.0,0.0008,2147,5504,7,0,9716.320683211832
0126dcccc3,Wednesday,9,13,17,1,6192,8256,0.75,Countryside frost,white flowers in bloom,ricoh,PENTAX 645Z,400.0,5.6,120.0,0.01,1193,857,11,0,6423.751387631012
90db62ec9d,Friday,4,14,28,1,5612,3741,1.5,What It Was,body of water under cloudy sky during golden hour,canon,Canon EOS 5D Mark III,100.0,16.0,100.0,0.125,1345,2008,22,2,6811.277305662129
b2b6e0278b,Monday,4,53,55,1,2069,3000,0.69,,green woods,nikon,NIKON D810,250.0,11.0,35.0,0.004,1545,3985,19,1,6496.072726647793
7c81327963,Monday,4,29,15,1,3581,5374,0.67,From our Arizona trip last summer with my wife.,white vehicle travelling on curve road surrounded with brown mountains at daytime,sony,ILCE-6300,100.0,6.3,183.0,0.002,1573,1942,10,0,6223.118428180745
1bcdc4d2b9,Thursday,16,10,10,1,3830,2919,1.31,,white and blue floral textile,dji,FC2103,200.0,2.8,4.5,0.02,1241,11914,24,3,7124.255450255578
2d65193aad,Wednesday,20,38,29,1,3421,4789,0.7099999999999999,,white and orange cat,sony,ILCE-7M2,320.0,1.4,35.0,0.0166666666666666,1326,15830,5,0,6071.037829706984
f6fc18ed29,Saturday,3,47,1,1,4160,5200,0.8,A person standing and admiring the beauty of sunset,woman standing on shore facing the sea during day,fujifilm,X-T3,200.0,3.2,18.0,0.0666666666666666,1253,1769,17,0,6502.5970572779825
6ae9b13aea,Monday,6,12,27,1,3648,5472,0.67,Gloomy November,leafless tress,canon,Canon EOS 6D,100.0,6.7,85.0,0.0166666666666666,1580,3448,13,0,6552.921473346761
52c635797e,Monday,0,6,15,1,2806,1920,1.46,,red textiles,canon,Canon EOS 5D Mark III,125.0,4.5,24.0,0.0025,2469,5595,1,4,7469.97463304108
c39bff7983,Monday,18,58,46,1,3024,4032,0.75,,woman in swimming pool,apple,iPhone X,16.0,2.4,6.0,0.0007407407407407,1538,2963,3,2,5974.339488354927
e3a86efb03,Tuesday,20,36,22,1,3456,5184,0.67,If you love plants check out @karaeadscreates on instagram!,three plants vases,canon,Canon EOS 7D,1000.0,3.5,50.0,0.00125,1544,3789,3,0,5983.18825548895
5d58657f51,Monday,5,33,31,1,4724,3149,1.5,,,canon,Canon EOS 60D,800.0,5.0,45.0,0.0125,1405,4252,1,0,5720.514570103695
66a7f249a2,Saturday,23,18,10,1,4000,2248,1.78,,aerial view of trees during daytime,canon,Canon PowerShot N,80.0,3.5,11.3,0.0008,2113,3559,5,0,8147.743124146614
9855583408,Monday,12,38,56,1,5184,3348,1.55,Under a pale winter sun,sun shining over snow,canon,Canon EOS 60D,100.0,5.6,17.0,0.0002,2700,8418,21,0,8709.851730264827
8db6614802,Monday,21,40,32,1,4288,2848,1.51,Deforestation,front loader on green grass,nikon,NIKON D300S,200.0,8.0,18.0,0.0333333333333333,3077,12530,5,0,7696.080829654943
d6f3f3657e,Monday,22,53,12,1,4772,7150,0.67,Exploring somewhat of a lost trailhead.,green trees and plants in forest during daytime,nikon,NIKON D800,800.0,5.0,70.0,0.0125,1047,1569,9,0,6479.875603691972
4479c152f6,Saturday,8,15,11,1,5304,7952,0.67,,black stallion horse eating grasses,sony,ILCE-7RM3,200.0,3.5,90.0,0.004,1400,746,13,0,6584.128791135742
af35674dc4,Tuesday,3,30,19,1,3096,3978,0.78,,red flower floating on water,samsung,SM-J330F,50.0,1.9,4.3,0.025,1264,852,0,5,5603.164831808527
24e58248b2,Wednesday,20,41,15,1,6000,4000,1.5,,cat lying on sofa,canon,Canon EOS 5D Mark III,160.0,2.8,40.0,0.025,1319,1881,0,0,5316.558005870511
789766363f,Monday,19,10,26,1,1900,3040,0.63,,aerial photography of lighthouse,dji,FC2103,100.0,2.8,4.5,0.003125,1265,1824,22,1,6830.051082525735
525d1480ab,Wednesday,1,55,11,1,5184,3888,1.33,,white and yellow daffodils in bloom during daytime,panasonic,DC-GX9,200.0,1.7,43.0,0.00125,1067,2213,0,2,5715.144487160117
fb6b7d6097,Friday,4,7,10,1,4909,3262,1.5,Sand beach at sunset,photo of coconut tree at the beach during daytime,sony,NEX-5N,100.0,8.0,16.0,0.0769230769230769,2836,29558,17,2,8708.306077762052
1492461f2f,Saturday,6,21,7,1,4000,6000,0.67,,sun rays through green-leafed tree,sony,ILCE-7M3,100.0,4.0,116.0,0.01,1365,5296,7,3,6227.436929463368
6391571b45,Monday,8,34,49,1,4165,2568,1.62,Adelie Penguins leap to land from the frozen waters of Antarctica,flock of penguin swimming in body of water,nikon,NIKON D3,280.0,8.0,200.0,0.002,1517,4092,15,0,6535.2989000706875
fc0889c31a,Sunday,15,40,51,1,6750,4665,1.45,,yellow flowers in the middle of lake,nikon,NIKON D800,320.0,10.0,36.0,0.025,2694,9459,15,0,9318.169134021931
335a1a8498,Tuesday,16,8,15,1,3674,4593,0.8,Available as a print at zachary.darkroom.tech/?post=163753,grey and black bird perching on person's left hand near lake,canon,Canon EOS Rebel SL2,100.0,7.1,18.0,0.01,1418,2263,12,2,6403.281567994036
772ada1ab7,Thursday,14,9,23,1,4320,2904,1.49,Bat flying through trees,brown bat soaring beside tree,nikon,NIKON D500,640.0,4.5,55.0,0.0008,1248,2267,0,0,5777.648929000885
e3aecb4d6a,Thursday,10,17,53,0,5472,3648,1.5,,gray concrete road near body of water during daytime,canon,Canon EOS 6D,160.0,4.5,24.0,0.0333333333333333,2914,595,19,0,6467.061494679535
aeffdc136e,Monday,14,9,57,1,3600,2400,1.5,Yellow Stairs,yellow painted building structure,canon,Canon EOS 5D Mark IV,1600.0,9.0,16.0,0.0666666666666666,1209,1203,11,1,6508.4248751525265
b88439d731,Friday,6,34,37,1,6000,4000,1.5,,,sony,ILCE-7M3,125.0,1.8,55.0,0.0028571428571428,1534,3272,7,3,6154.529572079118
350cc414a3,Thursday,9,42,4,1,5472,3648,1.5,Taken from a gondola towards the target,mountains covered with snow,canon,Canon EOS 70D,320.0,9.0,50.0,0.0015625,1759,5830,20,0,9073.988909656216
b93a98deb4,Thursday,2,58,40,1,6000,4000,1.5,,photography of brown deer,nikon,NIKON D3300,400.0,6.3,55.0,0.00625,2466,15414,2,3,7410.787485159578
9c243dbbae,Sunday,17,11,30,1,7089,3988,1.78,cloud covered mountain with forest of trees poking through,green trees under white sky during daytime,canon,EOS 80D,400.0,8.0,50.0,0.00125,1140,1251,14,0,6704.513600342041
7775ff1aa3,Wednesday,13,51,39,1,4000,3000,1.33,,turtle underwater,olympus,TG-5,100.0,3.5,10.3,0.00625,1228,20927,9,9,6419.902347655816
8777d73700,Thursday,22,25,7,1,6000,4000,1.5,,orange-petaled flowers,sony,ILCE-7M3,1250.0,5.6,267.0,0.003125,1422,3004,6,2,6180.235903756415
f1c14d719c,Friday,15,32,55,1,4032,3024,1.33,,brown mountain under white clouds,apple,iPhone 6s,50.0,2.2,4.2,0.0333333333333333,2395,8749,13,0,9277.64748868408
1b5617e22e,Monday,18,48,47,1,5072,2520,2.01,,panoramic photography of body of water surrounded with trees,apple,iPhone 5,50.0,2.4,4.1,0.0008116883116883,2700,21681,18,0,8509.963464015487
ba510b30c9,Tuesday,17,5,40,1,5286,3776,1.4,No Star In Sight,aerial photography of mountain during golden hour,canon,Canon EOS 5D Mark III,100.0,10.0,70.0,84.0,1551,9741,26,0,7074.00373954712
28d29f4c68,Tuesday,17,51,9,1,5792,8688,0.67,,green camping tent near trees and rocks,canon,Canon EOS 5DS,400.0,2.8,27.0,10.0,1215,623,5,5,6007.478903418834
9d3548a6cf,Sunday,15,45,13,1,3889,5833,0.67,a famous rock,Monument Valley National park,canon,Canon EOS 6D Mark II,200.0,2.5,24.0,0.004,1308,1183,15,1,6432.774337277442
c06a711240,Friday,4,10,29,1,3901,5326,0.7299999999999999,PORTRAITS INSTAGRAM - @LGNWVRPRTRTS  EDITORIAL INSTAGRAM - @LGNWVRPHTO  PERSONAL INSTAGRAM - @LGNWVR,brown and black leopard on window,sony,ILCE-7M3,100.0,2.8,35.0,0.0008,1023,294,0,0,5508.765615326789
a648280d64,Saturday,9,17,3,1,6582,4388,1.5,Wetterstein mountains in early morning light during winter.,snow covered pine trees during daytime,canon,Canon EOS 5D Mark IV,160.0,3.2,50.0,0.02,1120,3479,15,1,6607.317637831136
63614a2545,Wednesday,14,7,36,1,2242,3992,0.56,"Snowy Welsh road from drone, Audi SQ5 down below.",gray road surrounded by trees covered with snow,dji,FC220,100.0,2.2,4.7,0.0041666666666666,1179,2164,10,4,6419.994589057605
82e43dbb1f,Saturday,15,16,44,1,2310,1536,1.5,,body of water across island,nikon,NIKON D3200,100.0,3.2,35.0,0.0004,3059,5794,16,0,9507.368732701725
49acd1c268,Tuesday,23,17,34,1,6000,4000,1.5,,brown and black concrete pavement,nikon,NIKON D5300,100.0,2.2,35.0,0.00025,1116,1785,3,0,6200.467646705112
f402a49ce3,Tuesday,14,2,47,1,6000,4000,1.5,Smoke Bomb,person in blue shirt holding blue textile,canon,Canon EOS 80D,100.0,1.4,35.0,0.00025,1145,2632,7,0,6006.670572814847
0987fbb303,Monday,15,42,55,1,2560,1707,1.5,Crater in iceland,rock formation on body of water,sony,ILCE-7M2,80.0,8.0,85.0,0.02,2189,5425,12,0,9352.488776284152
f69b441284,Thursday,6,14,39,1,5184,3456,1.5,,woman standing near the pink petaled flower photography,canon,Canon EOS REBEL T5,1000.0,4.5,30.0,0.025,1451,1262,0,2,5521.577714683724
6b90bc3c24,Saturday,8,47,7,1,4016,5020,0.8,,cliff beside sea,nikon,NIKON D750,100.0,2.8,70.0,0.0005,1323,1179,18,0,6621.610491882723
b232deeaa4,Thursday,9,1,19,1,5184,3456,1.5,,yellow and blue macaw,canon,Canon EOS 60D,160.0,1.4,50.0,0.004,1262,6053,1,0,6074.7249627689625
cb3cd07779,Tuesday,8,20,41,1,5184,2916,1.78,Paragliding in the Alps,snowy mountain during daytime,canon,Canon EOS 700D,100.0,8.0,119.0,0.0015625,2685,8638,13,3,9685.8799797379
8286d989af,Friday,19,42,33,1,3840,5760,0.67,"Timber Lumberjack with Motor Saw. Made with Canon 5d Mark III and loved analog lens, Leica Summilux-R 1.4 / 50mm (Year: 1983)",white and orange chainsaw,canon,Canon EOS 5D Mark III,500.0,1.8,50.0,0.00625,1359,2670,4,0,5923.159559409983
777d683599,Monday,0,27,14,1,6240,4160,1.5,,black turtle in water,canon,Canon EOS 6D Mark II,320.0,5.6,21.0,0.002,1321,3329,9,1,6466.970536149017
575368e52b,Sunday,16,5,31,1,4000,5000,0.8,,globe on black surface,sony,ILCE-6500,640.0,1.8,35.0,0.00625,1371,6068,1,0,5784.517789365111
5b40757940,Tuesday,19,21,51,1,6643,4691,1.42,Brown dog with red hat looking away,brown and black long coated small dog wearing red santa hat,nikon,NIKON D800,320.0,1.8,35.0,0.008,1145,703,4,1,5886.543283146349
a1ec868a68,Saturday,23,30,26,1,5304,7952,0.67,Winter Sunrise in Yosemite,,sony,ILCE-7RM3,125.0,3.2,67.0,0.025,1189,41627,21,0,6718.301080041837
024d143447,Friday,7,58,46,1,3648,5472,0.67,Pure water,wave of water,canon,Canon EOS 6D,100.0,3.5,85.0,0.00025,1562,1208,18,1,6705.261291598554
6192def1bb,Sunday,23,38,27,1,5304,7952,0.67,"A little sun, fog and autumn color mix wonderfully together.",trees beside body of water during day,sony,ILCE-7RM2,400.0,5.6,75.0,0.0125,1230,25837,18,1,6837.1201697754805
1f13bee6f7,Wednesday,14,35,23,1,2684,2684,1.0,,aerial photo of ocean,dji,FC220,100.0,2.2,4.7,0.0005,1382,4035,19,3,6920.300834228075
9891a62f7c,Thursday,22,28,38,1,6000,4000,1.5,,mountain covered by snow,nikon,NIKON D7200,280.0,8.0,175.0,0.001,2052,3942,11,1,9082.500505021355
642c77048e,Tuesday,10,39,18,1,3264,4928,0.66,Little pink flowers glowing in morning sunshine,pink-petaled flower selective focus,ricoh,GR II,100.0,2.8,18.3,0.002,1397,1300,21,1,6690.010084252302
4a5e7f55fe,Sunday,11,27,27,1,2667,4000,0.67,,bokeh photography of water droplets,sony,ILCE-7M2,1600.0,1.8,50.0,0.005,1581,5453,3,1,6070.734776969395
bfa975a31e,Wednesday,7,54,35,1,3000,4309,0.6999999999999998,Pots in a cupboard,closeup photo of stack of brown clay pot lot,nikon,NIKON D4S,500.0,3.5,50.0,0.02,2362,8825,1,0,6355.706444683136
a1c0c667ae,Wednesday,8,36,33,1,5455,3637,1.5,,grizzly bear on water,canon,Canon EOS 5D Mark II,125.0,2.2,50.0,0.005,1529,3060,8,0,6430.8835854602075
6f049653b4,Monday,3,13,6,1,3024,4032,0.75,,snow-covered mountain near green field,apple,iPhone 6s Plus,554.725571381252,2.2,4.2,0.00625,1342,3581,23,0,6824.50745459561
74becad0f3,Sunday,3,4,14,1,3600,5400,0.67,insta: @citydrown,waterfalls under bridge during daytime,nikon,NIKON D500,50.0,22.0,16.0,0.2,1070,15259,18,3,6783.527537138488
6e7d2cfe5e,Tuesday,10,26,34,1,3098,4337,0.7099999999999999,,concrete road with light lamp post,sony,ILCE-7M3,1000.0,2.0,50.0,0.0166666666666666,1418,24528,8,3,6237.09439178515
42e2ae03f9,Wednesday,14,2,43,1,3072,4608,0.67,,palm tree under purple sky,nikon,NIKON D3100,100.0,7.1,50.0,0.005,1137,1064,10,6,6486.613644144698
967032a055,Friday,16,8,2,1,2448,2448,1.0,Lake Blanche sunset.,silhouette photo of rees under blue sky at golden hour,apple,iPhone 5s,40.0,2.2,4.1,0.0083333333333333,2374,11763,14,0,9509.459036180486
239ff71145,Friday,8,3,14,1,5870,3302,1.78,,tree on green field during golden hour,sony,ILCE-7M2,400.0,10.0,75.0,0.002,1156,1435,21,1,6722.358306927721
3bfa5bbfa2,Monday,1,40,27,1,5469,3646,1.5,,calm body of water during sunset,canon,Canon EOS 5D Mark II,800.0,16.0,70.0,0.00125,1489,45095,17,2,6526.597640982691
799e73ab3e,Wednesday,21,23,0,1,4608,3072,1.5,,orange clownfish,olympus,E-PL7,200.0,16.0,60.0,0.00625,1522,28119,6,1,6959.47522821
1264fc9f7a,Tuesday,13,28,19,1,2244,2992,0.75,,boat leaving white propeller wash in clear green sea surface,dji,FC330,100.0,2.8,3.6,0.0015625,1537,39907,22,1,7098.9625836955975
3bfe3b324f,Monday,17,1,50,1,6586,4393,1.5,,person cupping pine leaves during daytime,sony,A7RII,1600.0,2.5,55.0,0.000125,2028,28074,4,0,8216.878719455022
99a3fbab09,Sunday,11,53,28,1,3456,5184,0.67,,brown tree covered with snow,canon,Canon EOS 600D,400.0,5.0,50.0,0.00025,1511,718,9,3,6272.100830914419
1689d7664b,Thursday,1,49,9,1,5041,3361,1.5,,body of water with waves,canon,Canon EOS 7D Mark II,1250.0,4.0,96.0,0.008,1997,2227,13,2,9477.367862116991
6650a767e3,Saturday,12,43,46,1,6000,4000,1.5,,brown grasshopper on brown sand in macro photography,sony,SLT-A77V,200.0,4.5,100.0,0.003125,1134,2764,5,0,6052.409873403459
62daaf28e7,Thursday,23,20,3,1,3500,2251,1.55,,body of water near mountain under cloudy sky during daytime,sony,ILCE-7RM3,50.0,11.0,95.0,25.0,1114,1809,13,0,6551.47586113797
b1987f1562,Wednesday,20,23,7,1,3509,5263,0.67,Portrait of my dog called Marli. Shot with a Canon 5D Mark III and two Profoto B10 in my office.,short-coated black dog,canon,Canon EOS 5D Mark III,100.0,10.0,35.0,0.00625,1529,21766,0,0,5457.589234284354
a39a64d168,Tuesday,14,46,28,1,5184,3456,1.5,Mountains under dark sky,landscape photography of mountain,canon,Canon EOS REBEL T2i,400.0,2.8,55.0,0.0015625,2370,5125,18,1,9205.576887301017
5e15dcf061,Monday,4,20,5,1,5184,2684,1.93,Over the Clouds,mountain cover with snow photography,canon,Canon EOS REBEL T2i,100.0,5.0,45.0,0.0666666666666666,1552,7131,25,3,6999.788835069024
f89a0dfca7,Tuesday,0,50,8,1,4480,6720,0.67,,closeup photography of burning wood,canon,Canon EOS 5D Mark IV,1000.0,2.8,70.0,0.0008,1572,6507,5,2,5983.2474909382
986dc213ae,Tuesday,5,43,7,1,2709,3387,0.8,Icy.,lotus flower,canon,Canon EOS 700D,100.0,1.8,50.0,0.00025,1299,3731,3,2,6225.000845457255
a12bd4cbea,Sunday,17,44,57,1,5568,3712,1.5,Cluster of rhododendrons,pink flowers in tilt shift lens,nikon,NIKON D500,100.0,2.2,30.0,0.0015625,1042,2323,6,3,6176.329690585418
5328907a20,Monday,16,22,56,1,3968,2834,1.4,The texture and the scale of this place is magnificent.,aerial view of mountain,dji,FC1102,100.0,2.6,4.5,0.001,1741,2541,7,0,8389.011858231202
de87dd6bfb,Tuesday,16,53,57,1,2843,4264,0.67,,black mountains with clouds,canon,Canon PowerShot G5 X,400.0,11.0,36.8,0.0005,1495,6008,20,0,6534.118457502121
87225c902f,Sunday,19,19,4,1,4032,2688,1.5,daisy,white daisy flower field,fujifilm,X-T2,100.0,1.6,56.0,0.0001428571428571,2120,18847,3,1,8703.823432859153
7a56aee971,Monday,15,12,39,1,4928,2828,1.74,,white swan floating on water,nikon,NIKON D4S,100.0,9.0,105.0,0.003125,2385,9989,3,1,7868.09093875502
3b97103f8f,Wednesday,9,18,15,1,3648,5472,0.67,,red strawberries and pomegranate,canon,Canon EOS 6D,800.0,2.0,50.0,0.02,1207,1295,2,2,5781.775464595634
ab1b186533,Tuesday,23,28,7,1,5537,3691,1.5,Sunset reflections,aerial photography of calm sea under blue skies,canon,Canon EOS 5D Mark II,100.0,5.6,35.0,0.0002,2873,10455,17,1,9481.869762094027
49649859a0,Wednesday,18,42,11,1,5160,3440,1.5,City Skyline from Above,aerial view photography of city buildings under clear blue sky during daytime,canon,Canon EOS REBEL T2i,400.0,3.5,18.0,0.001,2859,13308,7,2,8049.286485225051
fb3cd9431f,Sunday,17,27,24,1,6000,4000,1.5,,water droplets in a glass close-up photography,nikon,NIKON D3300,400.0,9.0,55.0,0.01,1350,2361,4,1,6154.760874700641
4a7b442a34,Monday,19,19,47,1,3325,4987,0.67,,brown deer walking on snow,canon,Canon EOS 5D Mark III,800.0,6.3,220.0,0.001,1559,4523,4,0,5993.153651687337
96c08443f9,Tuesday,4,40,43,1,3193,4789,0.67,,follow me photography,canon,Canon EOS 6D,160.0,5.0,35.0,0.01,1243,1338,6,0,6045.5987316707515
f9738223c7,Wednesday,1,51,36,1,3000,2000,1.5,,grey field during daytime,canon,Canon EOS 5D Mark III,160.0,14.0,40.0,0.008,1221,1381,12,0,6347.072982392885
9b9fbecc15,Wednesday,12,3,35,1,3072,4608,0.67,,person holding brown mushroom,nikon,NIKON D3100,200.0,3.5,18.0,0.00625,2397,7284,9,0,8537.643781439308
8ac971d29d,Thursday,6,0,22,1,7136,4758,1.5,Purple Robed Flowers,purple flower in tilt shift lens,nikon,NIKON D850,40.0,1.8,50.0,0.008,1038,2436,8,1,6307.532521306098
dbf4594c14,Tuesday,11,59,34,1,5035,3128,1.61,"If you like or download this image, please view the post here http://bit.ly/2RUSFF6",man surfing on high waves,canon,Canon EOS 7D,100.0,7.1,267.0,0.0005,1446,1680,19,1,6609.009595690458
0b0c4176fa,Friday,0,8,10,1,3000,1865,1.61,2 polar bears mouth-to-mouth,polar bear on gray rock,canon,Canon EOS REBEL T1i,200.0,5.6,120.0,0.002,995,3015,3,1,6074.186461868191
e5392473e1,Wednesday,22,0,51,1,6016,4000,1.5,White mountain with wooded slopes,aerial photography of mountain range covered by snow under cloudy sky,nikon,NIKON D3200,200.0,11.0,135.0,0.004,3264,77729,12,0,9302.33519227116
a21bdb0c0a,Monday,16,34,3,1,3880,2906,1.34,,green covered mountain with gray concrete walking path aerial photography,dji,FC2103,100.0,2.8,4.5,0.005,1559,2668,18,0,6762.020354674114
14183493c0,Tuesday,7,27,50,1,6720,4480,1.5,,grayscale photo of water wave,canon,Canon EOS 5D Mark IV,200.0,9.0,300.0,0.003125,1026,3728,17,0,6798.409489390863
3421bb95cb,Wednesday,13,30,43,1,6000,4000,1.5,,,sony,ILCE-7M3,100.0,6.3,600.0,6.0,1305,1047,17,0,6790.263373125559
0fae9859b5,Wednesday,0,0,29,1,5568,3712,1.5,,elephant on green grass field during daytime,nikon,NIKON D7500,800.0,8.0,98.0,0.00025,1018,1120,10,0,6147.194732185889
6567254737,Tuesday,21,55,17,1,5999,4000,1.5,,white and pink rose flower in bloom,canon,Canon EOS 77D,100.0,16.0,105.0,0.25,1522,6876,2,3,5849.914306777371
783806a955,Tuesday,22,27,23,1,4373,6559,0.67,,man standing in front of seashore,canon,Canon EOS 5D Mark IV,800.0,1.4,50.0,0.1666666666666666,1536,977,14,3,6457.603719045413
ed8b41b514,Monday,15,31,5,1,5616,3744,1.5,,closeup photo of green leaf,canon,Canon EOS 5D Mark II,640.0,5.6,50.0,0.004,2679,8698,4,0,8582.856908867556
a8ffc83344,Thursday,4,22,50,1,3648,5472,0.67,,ocean photography,hasselblad,L1D-20c,554.725571381252,5.0,10.3,0.003125,1395,32961,23,1,7481.328638549841
a7fa7d0d3c,Wednesday,0,51,32,1,7952,5304,1.5,,white and black dog,sony,ILCE-7RM2,3200.0,4.0,12.0,0.0002,1263,1489,5,0,5968.023213243599
e2ee6c218b,Tuesday,23,17,27,1,4912,7360,0.67,,person sitting on white mountain rock,sony,ILCE-7R,3200.0,3.5,24.0,30.0,1557,2031,15,0,6524.270754511576
66bd136179,Saturday,20,46,7,1,6720,4480,1.5,,silhouette of mountain under gray clouds at daytime,canon,Canon EOS 5D Mark IV,200.0,2.2,50.0,0.0125,1568,1475,19,3,6567.784413214775
c08b6c6df1,Sunday,14,3,27,1,6720,4480,1.5,More of This,close up photo of body of water,canon,Canon EOS 5D Mark IV,100.0,16.0,285.0,0.3,1056,4754,22,0,7068.437431858171
d99adbc61f,Saturday,20,59,40,1,3379,2067,1.63,,close-up photo of brown rock formation,nikon,NIKON D80,400.0,7.1,40.0,0.0333333333333333,1526,7998,15,1,6855.083206893079
be084b03a2,Monday,10,43,4,1,4928,3264,1.51,Conspiration: Austrian pyramids,man climbing mountain,nikon,NIKON D7000,100.0,6.3,35.0,0.002,1531,1535,15,3,6568.140338535942
a476bcad5e,Monday,12,52,27,1,3000,1687,1.78,At Puy-du-Fou in France during a show,,canon,Canon EOS 5D Mark III,400.0,4.0,105.0,0.0005,2049,6358,0,1,5883.9775949488185
c54e5a4e69,Tuesday,4,5,42,1,4032,3024,1.33,"Found these walking out of work, what a surprise.",blackeyed Susan flowers,apple,iPhone SE,25.0,2.2,4.2,0.0029239766081871,2041,131872,4,2,8329.463837655292
b9a5b428ad,Friday,15,5,20,1,3000,2000,1.5,Ombre Hydrangea,selective focus of hydrangea flower,nikon,NIKON D500,500.0,2.0,35.0,0.003125,1695,2605,4,0,8046.254055453291
9fbfe2006a,Thursday,9,15,20,1,7349,4269,1.72,,bare tree on field under grey clouds,nikon,NIKON D800,100.0,11.0,24.0,0.0666666666666666,2263,11607,9,0,8810.831599933967
da584ec597,Thursday,1,3,54,1,5184,3456,1.5,Cautious cheetah,dept of field photography of cheetah,canon,Canon EOS 60D,640.0,2.8,200.0,0.0008,2655,17843,1,2,7120.233369861736
604e85bd3a,Monday,20,3,6,1,6000,4000,1.5,,aerial view of city at night,sony,ILCE-7M2,1000.0,2.0,28.0,0.0166666666666666,1489,3833,14,2,6634.807867180473
2915d796e7,Friday,16,59,56,1,3648,5472,0.67,,brown plant in tilt shift lens,canon,Canon EOS 5D Mark III,100.0,1.4,35.0,0.0005,1128,851,11,0,6203.419046606862
970ec4461a,Friday,7,57,56,1,5826,3884,1.5,,,sony,ILCE-7M3,100.0,10.0,70.0,0.00625,1163,462,10,0,6326.804247984553
38c492ff7e,Saturday,13,7,49,1,3174,4780,0.66,,orange setting sun over sea,fujifilm,X-T20,200.0,5.0,34.0,0.0007142857142857,1330,1739,21,0,6677.062423046638
dbe4f7fdbc,Monday,2,44,36,1,3418,5127,0.67,,long-coated brown dog,canon,Canon EOS 6D,1600.0,2.2,50.0,0.01,1188,11330,3,0,5948.78767567768
d0eb4730b5,Monday,15,35,54,1,4694,3558,1.32,,islands under blue sky,canon,Canon EOS 70D,100.0,8.0,20.0,0.008,1412,2011,17,1,6910.620160931598
9ea1fa6eb9,Monday,12,2,23,1,6000,4000,1.5,,black and brown bee on brown wooden surface during daytime,canon,Canon EOS 5D Mark IV,160.0,5.0,70.0,0.00125,1062,2472,0,1,5668.2668877411725
ef908fe0b2,Thursday,17,25,52,1,5184,3456,1.5,Bleak evergreen forest,foggy forest,canon,Canon EOS 600D,400.0,8.0,75.0,0.004,3166,12550,14,0,9213.082584875787
d9c7db30c5,Friday,16,56,28,1,6000,4000,1.5,"Contrary to what it looks like, the sun has set for a long time. I still don’t know where the light in the sky comes from",trees in field,nikon,NIKON D5300,400.0,2.2,35.0,10.0,1583,8056,16,0,6738.93560118298
fe85414779,Monday,19,11,23,1,5548,3699,1.5,"The hiking in Sahara was exhausting, but slow moment opens much more opportunity than riding or driving",sand dunes aerial photography at daytime,sony,ILCE-7M3,500.0,6.3,70.0,0.0125,1566,4275,9,0,6217.618122439003
0660c8de9f,Thursday,5,59,58,1,3276,4096,0.8,,waterfall surrounded by trees during daytime,canon,Canon EOS 6D Mark II,100.0,22.0,17.0,0.2,1402,1330,18,1,6627.815779340289
b84854b688,Tuesday,22,58,5,1,4113,2940,1.4,Croc eye. A macro photo of the eye of a young crocodile.,macro photography of crocodile eye,nikon,NIKON D750,800.0,4.8,90.0,0.002,1592,4801,0,1,5758.634474396571
78a9be4f5e,Friday,15,8,33,1,4321,2881,1.5,,red scarlet macaw on tree branch,canon,Canon EOS 1300D,200.0,3.5,50.0,0.005,1254,918,0,0,5797.229269550037
e6d4da448e,Monday,10,0,22,1,4837,7087,0.68,A wonderful winter morning,mist and mountains,sony,ILCE-7RM4,200.0,9.0,200.0,0.0004,1160,1953,20,0,6587.177228382611
d0f414157f,Thursday,2,19,3,1,5760,3840,1.5,Man Stars Goblin Valley,person looking to the brown galaxy,canon,EOS 5D Mark III,1600.0,2.8,24.0,32.0,2543,16649,3,3,8244.035063677393
99191b8d60,Saturday,18,35,37,1,5078,3386,1.5,Muir,green leafed trees,canon,Canon EOS 6D,1000.0,4.0,24.0,0.025,1491,48553,13,0,6866.663401892527
8466948982,Monday,16,59,56,1,4608,3072,1.5,Croke Park grass cutter,aerial photography of person trimming sports field during day,nikon,NIKON D3100,200.0,5.6,85.0,0.008,2049,47589,3,0,7984.075270614787
